date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),Reform (poll)
2019-12-12,33.96,32.96,35.19,45.88,43.37,47.37,13.53,10.83,15.55,5.09,4.06,7.03,1.23,1.0,1.6,32.0,48.0,15.0,3.0,1.0
2019-12-13,34.01,32.99,35.21,45.79,43.32,47.35,13.52,10.85,15.58,5.14,4.08,7.08,1.24,1.0,1.61,,,,,
2019-12-14,34.04,33.05,35.22,45.71,43.28,47.33,13.52,10.87,15.59,5.2,4.1,7.13,1.24,1.0,1.61,,,,,
2019-12-15,34.08,33.08,35.23,45.63,43.23,47.31,13.52,10.89,15.59,5.25,4.12,7.18,1.25,1.0,1.61,,,,,
2019-12-16,34.11,33.11,35.24,45.56,43.19,47.3,13.51,10.91,15.58,5.31,4.14,7.23,1.25,1.0,1.61,,,,,
2019-12-17,34.14,33.13,35.25,45.48,43.15,47.26,13.51,10.94,15.58,5.35,4.16,7.28,1.26,1.0,1.61,,,,,
2019-12-18,34.17,33.17,35.26,45.41,43.11,47.2,13.51,10.97,15.57,5.4,4.17,7.32,1.26,1.0,1.61,,,,,
2019-12-19,34.2,33.22,35.27,45.35,43.09,47.18,13.51,11.0,15.56,5.44,4.19,7.36,1.26,1.0,1.61,,,,,
2019-12-20,34.23,33.26,35.28,45.29,43.06,47.17,13.51,11.03,15.55,5.49,4.21,7.39,1.26,1.0,1.61,,,,,
2019-12-21,34.25,33.31,35.29,45.23,43.03,47.16,13.51,11.05,15.54,5.53,4.23,7.43,1.27,1.0,1.61,,,,,
2019-12-22,34.27,33.36,35.3,45.17,42.99,47.15,13.5,11.08,15.53,5.57,4.24,7.46,1.27,1.0,1.6,,,,,
2019-12-23,34.3,33.4,35.3,45.12,42.95,47.14,13.5,11.1,15.51,5.61,4.26,7.49,1.27,1.0,1.6,,,,,
2019-12-24,34.32,33.44,35.31,45.07,42.91,47.13,13.5,11.12,15.51,5.64,4.28,7.52,1.27,1.0,1.6,,,,,
2019-12-25,34.33,33.48,35.32,45.02,42.88,47.12,13.5,11.15,15.49,5.68,4.3,7.54,1.27,1.0,1.6,,,,,
2019-12-26,34.35,33.51,35.32,44.97,42.84,47.09,13.49,11.14,15.47,5.71,4.32,7.56,1.27,1.0,1.59,,,,,
2019-12-27,34.37,33.52,35.31,44.93,42.81,47.07,13.49,11.14,15.46,5.74,4.33,7.59,1.28,1.0,1.59,,,,,
2019-12-28,34.39,33.53,35.31,44.89,42.78,47.05,13.48,11.13,15.44,5.77,4.34,7.61,1.28,1.0,1.59,,,,,
2019-12-29,34.4,33.56,35.3,44.85,42.75,47.02,13.48,11.12,15.42,5.8,4.35,7.63,1.28,1.0,1.58,,,,,
2019-12-30,34.41,33.57,35.3,44.81,42.72,47.0,13.48,11.11,15.4,5.83,4.37,7.65,1.28,1.0,1.58,,,,,
2019-12-31,34.43,33.59,35.3,44.78,42.67,46.97,13.47,11.1,15.38,5.86,4.4,7.68,1.28,1.0,1.58,,,,,
2020-01-01,34.44,33.6,35.3,44.74,42.65,46.95,13.46,11.11,15.36,5.89,4.42,7.7,1.28,1.0,1.58,,,,,
2020-01-02,34.45,33.62,35.31,44.71,42.65,46.94,13.46,11.12,15.34,5.92,4.44,7.72,1.28,1.0,1.58,,,,,
2020-01-03,34.46,33.63,35.31,44.68,42.63,46.91,13.45,11.13,15.32,5.94,4.47,7.74,1.28,1.0,1.58,,,,,
2020-01-04,34.48,33.64,35.31,44.65,42.63,46.89,13.44,11.14,15.3,5.97,4.49,7.75,1.28,1.0,1.58,,,,,
2020-01-05,34.49,33.65,35.31,44.63,42.64,46.87,13.44,11.15,15.28,5.99,4.51,7.77,1.28,1.0,1.58,,,,,
2020-01-06,34.5,33.67,35.32,44.6,42.65,46.84,13.43,11.16,15.27,6.02,4.53,7.79,1.28,1.0,1.58,,,,,
2020-01-07,34.51,33.68,35.32,44.57,42.65,46.82,13.42,11.16,15.25,6.04,4.55,7.8,1.28,1.0,1.58,,,,,
2020-01-08,34.52,33.69,35.32,44.55,42.66,46.81,13.41,11.17,15.23,6.06,4.57,7.82,1.28,1.0,1.58,,,,,
2020-01-09,34.52,33.71,35.32,44.53,42.67,46.81,13.41,11.18,15.22,6.08,4.59,7.83,1.28,1.0,1.58,,,,,
2020-01-10,34.53,33.72,35.32,44.51,42.68,46.8,13.4,11.18,15.21,6.11,4.61,7.84,1.28,1.0,1.58,,,,,
2020-01-11,34.54,33.73,35.33,44.49,42.69,46.8,13.39,11.19,15.2,6.13,4.63,7.86,1.28,1.0,1.58,,,,,
