date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Grn,Grn (low),Grn (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Grn (poll),Reform (poll)
2019-12-12,56.34,54.73,58.45,29.43,27.37,31.09,7.41,6.69,7.83,4.17,3.51,5.21,1.66,1.25,2.0,53.0,33.0,8.0,3.0,2.0
2019-12-13,56.38,54.79,58.43,29.37,27.38,31.02,7.38,6.66,7.83,4.21,3.52,5.25,1.66,1.25,2.0,,,,,
2019-12-14,56.42,54.84,58.42,29.31,27.39,30.96,7.35,6.62,7.81,4.25,3.53,5.3,1.66,1.26,2.0,,,,,
2019-12-15,56.45,54.9,58.4,29.26,27.39,30.89,7.33,6.61,7.8,4.29,3.54,5.34,1.66,1.27,2.0,,,,,
2019-12-16,56.48,54.95,58.39,29.22,27.4,30.81,7.3,6.58,7.8,4.33,3.55,5.37,1.66,1.27,2.0,,,,,
2019-12-17,56.51,55.0,58.38,29.18,27.4,30.74,7.28,6.55,7.8,4.37,3.56,5.41,1.66,1.27,2.0,,,,,
2019-12-18,56.54,55.05,58.37,29.14,27.41,30.66,7.26,6.53,7.8,4.4,3.58,5.44,1.66,1.27,2.0,,,,,
2019-12-19,56.56,55.09,58.36,29.1,27.41,30.59,7.23,6.51,7.79,4.44,3.61,5.47,1.66,1.26,2.0,,,,,
2019-12-20,56.58,55.13,58.34,29.07,27.42,30.53,7.21,6.5,7.79,4.47,3.63,5.5,1.67,1.25,2.0,,,,,
2019-12-21,56.6,55.17,58.32,29.04,27.42,30.47,7.19,6.49,7.79,4.5,3.64,5.53,1.67,1.25,2.0,,,,,
2019-12-22,56.62,55.21,58.31,29.01,27.43,30.41,7.17,6.45,7.79,4.53,3.65,5.56,1.67,1.24,2.0,,,,,
2019-12-23,56.64,55.24,58.3,28.98,27.43,30.36,7.15,6.42,7.78,4.56,3.65,5.58,1.67,1.24,2.0,,,,,
2019-12-24,56.65,55.27,58.29,28.96,27.43,30.3,7.14,6.41,7.78,4.58,3.66,5.61,1.67,1.24,2.0,,,,,
2019-12-25,56.67,55.31,58.28,28.93,27.44,30.26,7.12,6.39,7.78,4.61,3.66,5.63,1.67,1.24,2.0,,,,,
2019-12-26,56.68,55.34,58.28,28.91,27.44,30.22,7.1,6.38,7.78,4.64,3.67,5.65,1.67,1.24,2.0,,,,,
2019-12-27,56.69,55.37,58.26,28.89,27.45,30.19,7.09,6.36,7.78,4.66,3.68,5.69,1.68,1.25,2.0,,,,,
2019-12-28,56.7,55.39,58.25,28.87,27.45,30.15,7.07,6.35,7.78,4.68,3.68,5.73,1.68,1.25,2.0,,,,,
2019-12-29,56.71,55.42,58.23,28.85,27.45,30.11,7.06,6.33,7.77,4.7,3.69,5.78,1.68,1.26,2.0,,,,,
2019-12-30,56.72,55.45,58.22,28.83,27.46,30.08,7.04,6.31,7.77,4.73,3.69,5.82,1.68,1.26,2.0,,,,,
2019-12-31,56.73,55.47,58.21,28.81,27.46,30.05,7.03,6.3,7.77,4.75,3.7,5.87,1.68,1.26,2.0,,,,,
2020-01-01,56.74,55.5,58.19,28.8,27.46,30.02,7.02,6.29,7.77,4.77,3.7,5.88,1.68,1.27,2.0,,,,,
2020-01-02,56.75,55.52,58.18,28.78,27.46,29.98,7.0,6.28,7.77,4.78,3.7,5.92,1.68,1.27,2.0,,,,,
2020-01-03,56.75,55.54,58.17,28.77,27.47,29.96,6.99,6.27,7.77,4.8,3.71,5.95,1.69,1.28,2.0,,,,,
